Name,TaxID,Lineage,Count,Proportion_All(%),Proportion_Classified(%)
Acanthamoeba polyphaga mimivirus,212035,Viruses;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae;Mimivirus,1,6.09918e-05,0.000644384
Marinobacterium aestuarii,1821621,Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Marinobacterium,1,6.09918e-05,0.000644384
Maruca vitrata nucleopolyhedrovirus,1307954,Viruses;;Naldaviricetes;Lefavirales;Baculoviridae;Alphabaculovirus,1,6.09918e-05,0.000644384
Massilia albidiflava,321983,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia,1,6.09918e-05,0.000644384
Massilia armeniaca,2072590,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia,2,0.000121984,0.00128877
Massilia flava,871742,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia,5,0.000304959,0.00322192
Massilia oculi,945844,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia,128,0.00780694,0.0824811
Massilia plicata,321984,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia,2,0.000121984,0.00128877
Massilia putida,1141883,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia,5,0.000304959,0.00322192
Massilia sp. CCM 8941,2765360,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia,2,0.000121984,0.00128877
Massilia sp. Dwa41.01b,2709302,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia,4,0.000243967,0.00257754
Massilia sp. LPB0304,2769491,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia,10,0.000609918,0.00644384
Massilia sp. NR 4-1,1678028,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia,1,6.09918e-05,0.000644384
Massilia sp. Se16.2.3,2709303,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia,4,0.000243967,0.00257754
Massilia sp. WG5,1707785,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia,7,0.000426942,0.00451069
Massilia sp. YMA4,1593482,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia,2,0.000121984,0.00128877
Massilia umbonata,864828,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia,2,0.000121984,0.00128877
Massilia violaceinigra,2045208,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia,1,6.09918e-05,0.000644384
Mesorhizobium loti,381,Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Mesorhizobium,1,6.09918e-05,0.000644384
Mesorhizobium opportunistum,593909,Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Mesorhizobium,1,6.09918e-05,0.000644384
Mesorhizobium sp. 131-3-5,2744520,Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Mesorhizobium,1,6.09918e-05,0.000644384
Mesorhizobium sp. L-8-10,2744523,Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Mesorhizobium,1,6.09918e-05,0.000644384
Mesorhizobium sp. M1E.F.Ca.ET.045.02.1.1,2493672,Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Mesorhizobium,1,6.09918e-05,0.000644384
Mesorhizobium sp. M2A.F.Ca.ET.043.02.1.1,2493670,Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Mesorhizobium,1,6.09918e-05,0.000644384
Mesorhizobium sp. NBSH29,2654249,Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Mesorhizobium,1,6.09918e-05,0.000644384
Mesorhizobium sp. NZP2298,2483403,Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Mesorhizobium,1,6.09918e-05,0.000644384
Methanobacterium sp. MZ-A1,1911685,Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobacterium,2,0.000121984,0.00128877
Methanobrevibacter millerae,230361,Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobrevibacter,1,6.09918e-05,0.000644384
Methanobrevibacter olleyae,294671,Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobrevibacter,9,0.000548926,0.00579945
Methanobrevibacter ruminantium,83816,Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobrevibacter,1,6.09918e-05,0.000644384
Methanobrevibacter smithii,2173,Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobrevibacter,1,6.09918e-05,0.000644384
Methanobrevibacter sp. AbM4,224719,Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobrevibacter,1,6.09918e-05,0.000644384
Methanocaldococcus fervens,83171,Archaea;Euryarchaeota;Methanococci;Methanococcales;Methanocaldococcaceae;Methanocaldococcus,1,6.09918e-05,0.000644384
Methanocella arvoryzae,1175445,Archaea;Euryarchaeota;Methanomicrobia;Methanocellales;Methanocellaceae;Methanocella,1,6.09918e-05,0.000644384
Methanococcus aeolicus,42879,Archaea;Euryarchaeota;Methanococci;Methanococcales;Methanococcaceae;Methanococcus,1,6.09918e-05,0.000644384
Methanococcus maripaludis,39152,Archaea;Euryarchaeota;Methanococci;Methanococcales;Methanococcaceae;Methanococcus,1,6.09918e-05,0.000644384
Methanococcus voltae,2188,Archaea;Euryarchaeota;Methanococci;Methanococcales;Methanococcaceae;Methanococcus,14,0.000853885,0.00902137
Methanofervidicoccus sp. A16,2607662,Archaea;Euryarchaeota;Methanococci;Methanococcales;;Methanofervidicoccus,2,0.000121984,0.00128877
Methanomethylovorans hollandica,101192,Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methanosarcinaceae;Methanomethylovorans,1,6.09918e-05,0.000644384
Methanosarcina barkeri,2208,Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methanosarcinaceae;Methanosarcina,2,0.000121984,0.00128877
Methanosarcina horonobensis,418008,Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methanosarcinaceae;Methanosarcina,1,6.09918e-05,0.000644384
Methanosarcina sp. WH1,1434102,Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methanosarcinaceae;Methanosarcina,3,0.000182975,0.00193315
Methanosphaerula palustris,475088,Archaea;Euryarchaeota;Methanomicrobia;Methanomicrobiales;Methanoregulaceae;Methanosphaerula,1,6.09918e-05,0.000644384
Methanothermobacter sp. KEPCO-1,2603820,Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanothermobacter,1,6.09918e-05,0.000644384
Methanothermococcus okinawensis,155863,Archaea;Euryarchaeota;Methanococci;Methanococcales;Methanococcaceae;Methanothermococcus,2,0.000121984,0.00128877
Methylacidiphilum kamchatkense,431057,Bacteria;Verrucomicrobia;Methylacidiphilae;Methylacidiphilales;Methylacidiphilaceae;Methylacidiphilum,1,6.09918e-05,0.000644384
Methylibium petroleiphilum,105560,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;;Methylibium,2,0.000121984,0.00128877
Methylibium sp. Pch-M,2082386,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;;Methylibium,2,0.000121984,0.00128877
Methylobacterium aquaticum,270351,Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Methylobacteriaceae;Methylobacterium,1,6.09918e-05,0.000644384
Methylobacterium mesophilicum,39956,Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Methylobacteriaceae;Methylobacterium,1,6.09918e-05,0.000644384
Methylobacterium oryzae,334852,Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Methylobacteriaceae;Methylobacterium,1,6.09918e-05,0.000644384
Methylobacterium phyllosphaerae,418223,Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Methylobacteriaceae;Methylobacterium,2,0.000121984,0.00128877
Methylobacterium radiotolerans,31998,Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Methylobacteriaceae;Methylobacterium,8,0.000487934,0.00515507
Methylobacterium sp. C1,1479019,Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Methylobacteriaceae;Methylobacterium,3,0.000182975,0.00193315
Methylobacterium sp. XJLW,739141,Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Methylobacteriaceae;Methylobacterium,6,0.000365951,0.0038663
Methylophaga frappieri,754477,Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Piscirickettsiaceae;Methylophaga,1,6.09918e-05,0.000644384
Methylorubrum extorquens,408,Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Methylobacteriaceae;Methylorubrum,1,6.09918e-05,0.000644384
Methylorubrum populi,223967,Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Methylobacteriaceae;Methylorubrum,8,0.000487934,0.00515507
Methylosinus trichosporium,426,Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Methylocystaceae;Methylosinus,1,6.09918e-05,0.000644384
Meyerozyma guilliermondii,4929,Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Meyerozyma,3,0.000182975,0.00193315
Microbacterium sp. PAMC 28756,1795053,Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Microbacteriaceae;Microbacterium,1,6.09918e-05,0.000644384
Microbacterium sp. TPU 3598,1938334,Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Microbacteriaceae;Microbacterium,1,6.09918e-05,0.000644384
Micrococcus luteus,1270,Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Micrococcaceae;Micrococcus,41,0.00250066,0.0264197
Microcystis aeruginosa,1126,Bacteria;Cyanobacteria;;Chroococcales;Microcystaceae;Microcystis,2,0.000121984,0.00128877
Microlunatus sp. Gsoil 973,2672569,Bacteria;Actinobacteria;Actinomycetia;Propionibacteriales;Propionibacteriaceae;Microlunatus,2,0.000121984,0.00128877
Micromonospora aurantiaca,47850,Bacteria;Actinobacteria;Actinomycetia;Micromonosporales;Micromonosporaceae;Micromonospora,2,0.000121984,0.00128877
Micromonospora craniellae,2294034,Bacteria;Actinobacteria;Actinomycetia;Micromonosporales;Micromonosporaceae;Micromonospora,2,0.000121984,0.00128877
Micromonospora tulbaghiae,479978,Bacteria;Actinobacteria;Actinomycetia;Micromonosporales;Micromonosporaceae;Micromonospora,1,6.09918e-05,0.000644384
Miniimonas sp. S16,2171623,Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Beutenbergiaceae;Miniimonas,1,6.09918e-05,0.000644384
Mobilicoccus sp. NJES-13,2716227,Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Dermatophilaceae;Mobilicoccus,1,6.09918e-05,0.000644384
Modestobacter marinus,477641,Bacteria;Actinobacteria;Actinomycetia;Geodermatophilales;Geodermatophilaceae;Modestobacter,7,0.000426942,0.00451069
Mogibacterium diversum,114527,Bacteria;Firmicutes;Clostridia;Eubacteriales;Clostridiales Family XIII. Incertae Sedis;Mogibacterium,1,6.09918e-05,0.000644384
Moraxella catarrhalis,480,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Moraxella,2,0.000121984,0.00128877
Moraxella osloensis,34062,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Moraxella,88,0.00536727,0.0567058
Morganella morganii,582,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Morganella,1,6.09918e-05,0.000644384
Moumouvirus,985782,Viruses;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae;,1,6.09918e-05,0.000644384
Mucilaginibacter celer,2305508,Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter,1,6.09918e-05,0.000644384
Mucilaginibacter rubeus,2027860,Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter,1,6.09918e-05,0.000644384
Mycobacterium avium,1764,Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Mycobacteriaceae;Mycobacterium,3,0.000182975,0.00193315
Mycobacterium colombiense,339268,Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Mycobacteriaceae;Mycobacterium,1,6.09918e-05,0.000644384
Mycobacterium conspicuum,44010,Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Mycobacteriaceae;Mycobacterium,1,6.09918e-05,0.000644384
Mycobacterium heidelbergense,53376,Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Mycobacteriaceae;Mycobacterium,1,6.09918e-05,0.000644384
Mycobacterium intracellulare,1767,Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Mycobacteriaceae;Mycobacterium,1,6.09918e-05,0.000644384
Mycobacterium marinum,1781,Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Mycobacteriaceae;Mycobacterium,1,6.09918e-05,0.000644384
Mycobacterium paraintracellulare,1138383,Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Mycobacteriaceae;Mycobacterium,1,6.09918e-05,0.000644384
Mycobacterium pseudoshottsii,265949,Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Mycobacteriaceae;Mycobacterium,1,6.09918e-05,0.000644384
Mycobacterium sp. PYR15,2051552,Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Mycobacteriaceae;Mycobacterium,1,6.09918e-05,0.000644384
Mycobacterium tuberculosis,1773,Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Mycobacteriaceae;Mycobacterium,4,0.000243967,0.00257754
Mycobacterium ulcerans,1809,Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Mycobacteriaceae;Mycobacterium,8,0.000487934,0.00515507
Mycobacteroides abscessus,36809,Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Mycobacteriaceae;Mycobacteroides,2,0.000121984,0.00128877
Mycolicibacillus koreensis,1069220,Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Mycobacteriaceae;Mycolicibacillus,1,6.09918e-05,0.000644384
Mycolicibacterium fortuitum,1766,Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Mycobacteriaceae;Mycolicibacterium,1,6.09918e-05,0.000644384
Mycolicibacterium gilvum,1804,Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Mycobacteriaceae;Mycolicibacterium,4,0.000243967,0.00257754
Mycolicibacterium mageritense,53462,Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Mycobacteriaceae;Mycolicibacterium,1,6.09918e-05,0.000644384
Mycolicibacterium rhodesiae,36814,Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Mycobacteriaceae;Mycolicibacterium,1,6.09918e-05,0.000644384
Mycolicibacterium sp. Z-34,2736649,Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Mycobacteriaceae;Mycolicibacterium,5,0.000304959,0.00322192
Mycolicibacterium tokaiense,39695,Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Mycobacteriaceae;Mycolicibacterium,1,6.09918e-05,0.000644384
Mycoplasma anatis,171279,Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasmopsis,32,0.00195174,0.0206203
Mycoplasma anseris,92400,Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma,17,0.00103686,0.0109545
Mycoplasma anserisalpingitidis,519450,Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma,1,6.09918e-05,0.000644384
Mycoplasma capricolum,2095,Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma,7,0.000426942,0.00451069
Mycoplasma conjunctivae,45361,Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma,1,6.09918e-05,0.000644384
Mycoplasma gallisepticum,2096,Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma,3,0.000182975,0.00193315
Mycoplasma gallopavonis,76629,Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasmopsis,1,6.09918e-05,0.000644384
Mycoplasma genitalium,2097,Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma,1,6.09918e-05,0.000644384
Mycoplasma hominis,2098,Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma,1,6.09918e-05,0.000644384
Mycoplasma hyopneumoniae,2099,Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma,31,0.00189074,0.0199759
Mycoplasma leachii,2105,Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma,1,6.09918e-05,0.000644384
Mycoplasma mycoides,2102,Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma,12,0.000731901,0.00773261
Mycoplasma phocirhinis,142650,Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasmopsis,1,6.09918e-05,0.000644384
Mythimna separata entomopoxvirus,1179664,Viruses;Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Betaentomopoxvirus,1,6.09918e-05,0.000644384
Myxococcus xanthus,34,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Myxococcaceae;Myxococcus,1,6.09918e-05,0.000644384
Naganishia albida,100951,Eukaryota;Basidiomycota;Tremellomycetes;Filobasidiales;Filobasidiaceae;Naganishia,20,0.00121984,0.0128877
Natrarchaeobaculum sulfurireducens,2044521,Archaea;Euryarchaeota;Halobacteria;Natrialbales;Natrialbaceae;Natrarchaeobaculum,1,6.09918e-05,0.000644384
Neisseria gonorrhoeae,485,Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria,3,0.000182975,0.00193315
Neisseria meningitidis,487,Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria,5,0.000304959,0.00322192
Nitrososphaera viennensis,1034015,Archaea;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae;Nitrososphaera,1,6.09918e-05,0.000644384
Nocardia cyriacigeorgica,135487,Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Nocardiaceae;Nocardia,1,6.09918e-05,0.000644384
Nocardia farcinica,37329,Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Nocardiaceae;Nocardia,1,6.09918e-05,0.000644384
Nocardioides anomalus,2712223,Bacteria;Actinobacteria;Actinomycetia;Propionibacteriales;Nocardioidaceae;Nocardioides,1,6.09918e-05,0.000644384
Nocardioides dokdonensis,450734,Bacteria;Actinobacteria;Actinomycetia;Propionibacteriales;Nocardioidaceae;Nocardioides,1,6.09918e-05,0.000644384
Nocardioides marinisabuli,419476,Bacteria;Actinobacteria;Actinomycetia;Propionibacteriales;Nocardioidaceae;Nocardioides,1,6.09918e-05,0.000644384
Nocardioides sp. 603,2483798,Bacteria;Actinobacteria;Actinomycetia;Propionibacteriales;Nocardioidaceae;Nocardioides,1,6.09918e-05,0.000644384
Nocardioides sp. HDW12A,2714938,Bacteria;Actinobacteria;Actinomycetia;Propionibacteriales;Nocardioidaceae;Nocardioides,2,0.000121984,0.00128877
Nocardioides sp. S-713,2760089,Bacteria;Actinobacteria;Actinomycetia;Propionibacteriales;Nocardioidaceae;Nocardioides,2,0.000121984,0.00128877
Nocardioides sp. S5,2017486,Bacteria;Actinobacteria;Actinomycetia;Propionibacteriales;Nocardioidaceae;Nocardioides,3,0.000182975,0.00193315
Nocardioides sp. dk3136,2575373,Bacteria;Actinobacteria;Actinomycetia;Propionibacteriales;Nocardioidaceae;Nocardioides,1,6.09918e-05,0.000644384
Nocardioides sp. zg-1228,2763008,Bacteria;Actinobacteria;Actinomycetia;Propionibacteriales;Nocardioidaceae;Nocardioides,1,6.09918e-05,0.000644384
Nonlabens ponticola,2496866,Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Nonlabens,4,0.000243967,0.00257754
Noviherbaspirillum sp. UKPF54,2601898,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Noviherbaspirillum,1,6.09918e-05,0.000644384
Novosphingobium aromaticivorans,48935,Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium,2,0.000121984,0.00128877
Novosphingobium pentaromativorans,205844,Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium,2,0.000121984,0.00128877
Novosphingobium resinovorum,158500,Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium,4,0.000243967,0.00257754
Novosphingobium sp. ABRDHK2,2571749,Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium,3,0.000182975,0.00193315
Novosphingobium sp. KA1,164608,Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium,2,0.000121984,0.00128877
Novosphingobium sp. P6W,1609758,Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium,1,6.09918e-05,0.000644384
Orientia tsutsugamushi,784,Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Orientia,1,6.09918e-05,0.000644384
Ornithinimicrobium pratense,2593973,Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Ornithinimicrobiaceae;Ornithinimicrobium,1,6.09918e-05,0.000644384
Ornithinimicrobium sp. AMA3305,2283195,Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Ornithinimicrobiaceae;Ornithinimicrobium,1,6.09918e-05,0.000644384
Ottowia oryzae,2109914,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Ottowia,1,6.09918e-05,0.000644384
Ottowia sp. 27C,2816950,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Ottowia,1,6.09918e-05,0.000644384
Paenibacillus borealis,160799,Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus,1,6.09918e-05,0.000644384
Paenibacillus bovis,1616788,Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus,1,6.09918e-05,0.000644384
Paenibacillus sp. FSL R7-0273,1536772,Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus,1,6.09918e-05,0.000644384
Paenibacillus sp. IHB B 3084,867076,Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus,1,6.09918e-05,0.000644384
Paenibacillus stellifer,169760,Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus,1,6.09918e-05,0.000644384
Pandoraea apista,93218,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Pandoraea,1,6.09918e-05,0.000644384
Pandoraea pnomenusa,93220,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Pandoraea,2,0.000121984,0.00128877
Pandoravirus macleodensis,2107707,Viruses;;;;;Pandoravirus,2,0.000121984,0.00128877
Pannonibacter phragmitetus,121719,Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Stappiaceae;Pannonibacter,1,6.09918e-05,0.000644384
Pantoea ananatis,553,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Pantoea,1,6.09918e-05,0.000644384
Pantoea phage vB_PagM_SSEM1,2721760,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Chaseviridae;Loessnervirus,1,6.09918e-05,0.000644384
Paraburkholderia atlantica,2654982,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Paraburkholderia,1,6.09918e-05,0.000644384
Paraburkholderia caffeinilytica,1761016,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Paraburkholderia,1,6.09918e-05,0.000644384
Paraburkholderia caribensis,75105,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Paraburkholderia,1,6.09918e-05,0.000644384
Paraburkholderia fungorum,134537,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Paraburkholderia,4,0.000243967,0.00257754
Paraburkholderia ginsengisoli,311231,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Paraburkholderia,1,6.09918e-05,0.000644384
Paraburkholderia graminis,60548,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Paraburkholderia,1,6.09918e-05,0.000644384
Paraburkholderia hospita,169430,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Paraburkholderia,1,6.09918e-05,0.000644384
Paraburkholderia megapolitana,420953,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Paraburkholderia,1,6.09918e-05,0.000644384
Paraburkholderia phytofirmans,261302,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Paraburkholderia,2,0.000121984,0.00128877
Paraburkholderia sp. SOS3,1926494,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Paraburkholderia,1,6.09918e-05,0.000644384
Paraburkholderia tropica,92647,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Paraburkholderia,1,6.09918e-05,0.000644384
Paraburkholderia xenovorans,36873,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Paraburkholderia,1,6.09918e-05,0.000644384
Paracoccidioides brasiliensis,121759,Eukaryota;Ascomycota;Eurotiomycetes;Onygenales;;Paracoccidioides,6829,0.416513,4.4005
Paracoccidioides lutzii,1048829,Eukaryota;Ascomycota;Eurotiomycetes;Onygenales;;Paracoccidioides,794,0.0484274,0.511641
Paracoccus denitrificans,266,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus,1,6.09918e-05,0.000644384
Paracoccus pantotrophus,82367,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus,1,6.09918e-05,0.000644384
Paracoccus sp. Arc7-R13,2500532,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus,8,0.000487934,0.00515507
Paracoccus yeei,147645,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus,3,0.000182975,0.00193315
Parasphingopyxis algicola,2026624,Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Parasphingopyxis,1,6.09918e-05,0.000644384
